"Location","buffer","Description","Value","year","cumsum_diff_pland","year_fac","color"
"Kikwit","50","Decidiuous shrubland",122,2021,-4.74338450462408e-18,"2020_2021","#966400"
"Kikwit","50","Grasslands",130,2021,-4.06575814682064e-18,"2020_2021","#FFB432"
"Luebo","50","Grasslands",130,2021,0.000403160780519271,"2020_2021","#FFB432"
"NKivu","50","Grasslands",130,2021,-0.00503896124837242,"2020_2021","#FFB432"
"Bikoro","50","Herbaceous cover",11,2021,0.347323012417353,"2020_2021","gold1"
"Boende","50","Herbaceous cover",11,2021,0.177341410428482,"2020_2021","gold1"
"Kikwit","50","Herbaceous cover",11,2021,0.00544181490573567,"2020_2021","gold1"
"Likati","50","Herbaceous cover",11,2021,0.586269720347933,"2020_2021","gold1"
"Luebo","50","Herbaceous cover",11,2021,0.200169327527821,"2020_2021","gold1"
"Mbandaka","50","Herbaceous cover",11,2021,0.117319787131109,"2020_2021","gold1"
"NKivu","50","Herbaceous cover",11,2021,1.87046241539583,"2020_2021","gold1"
"Bikoro","50","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2021,0.0189485566844059,"2020_2021","#DCF064"
"Boende","50","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2021,0.00665030289106821,"2020_2021","#DCF064"
"Kikwit","50","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2021,-0.00503871750531107,"2020_2021","#DCF064"
"Likati","50","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2021,0.238216160003869,"2020_2021","#DCF064"
"Luebo","50","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2021,0.348734075149175,"2020_2021","#DCF064"
"Mbandaka","50","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2021,0.0449524270278988,"2020_2021","#DCF064"
"NKivu","50","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2021,0.822761592634235,"2020_2021","#DCF064"
"Kikwit","50","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,2021,-1.08420217248549e-17,"2020_2021","#BE9600"
"NKivu","50","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",40,2021,NA,"2020_2021","#C8C864"
"Bikoro","50","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2021,-0.0457587485889374,"2020_2021","#C8C864"
"Boende","50","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2021,0.00282134062045315,"2020_2021","#C8C864"
"Kikwit","50","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2021,-0.0191471265201811,"2020_2021","#C8C864"
"Likati","50","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2021,0.0122937273775263,"2020_2021","#C8C864"
"Luebo","50","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2021,-0.0832527011772267,"2020_2021","#C8C864"
"Mbandaka","50","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2021,0.0336639251733581,"2020_2021","#C8C864"
"NKivu","50","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2021,0.109446238314648,"2020_2021","#C8C864"
"Bikoro","50","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2021,0.0274149330753105,"2020_2021","#8DA000"
"Kikwit","50","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2021,-0.085053551489643,"2020_2021","#8DA000"
"Likati","50","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2021,0.000201536514385676,"2020_2021","#8DA000"
"Luebo","50","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2021,0.0342686663441401,"2020_2021","#8DA000"
"Mbandaka","50","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2021,0.00443476858571199,"2020_2021","#8DA000"
"NKivu","50","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2021,0.0376914301378255,"2020_2021","#8DA000"
"Bikoro","50","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2021,-0.00866795678116444,"2020_2021","#00DC83"
"Kikwit","50","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2021,-0.0126975681133839,"2020_2021","#00DC83"
"Likati","50","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2021,0.00302304771578514,"2020_2021","#00DC83"
"Luebo","50","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2021,0.00241896468311565,"2020_2021","#00DC83"
"Mbandaka","50","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2021,-0.0112885018545396,"2020_2021","#00DC83"
"NKivu","50","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2021,-7.6232965252887e-19,"2020_2021","#00DC83"
"Kikwit","50","Shrubland",120,2021,-0.012496019413171,"2020_2021","#966400"
"Luebo","50","Shrubland",120,2021,-0.000201580390259626,"2020_2021","#966400"
"Mbandaka","50","Shrubland",120,2021,-0.00120948234155781,"2020_2021","#966400"
"NKivu","50","Shrubland",120,2021,-0.0133028576957032,"2020_2021","#966400"
"Kikwit","50","Tree cover, broadleaved, deciduous, closed (>40%)",61,2021,-5.9292306307801e-19,"2020_2021","#00A001"
"Bikoro","50","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,2021,0.000201580390259636,"2020_2021","#00A000"
"Kikwit","50","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,2021,0.110045590315987,"2020_2021","#00A000"
"Likati","50","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,2021,0.00100768257192838,"2020_2021","#00A000"
"Luebo","50","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,2021,0.0161264312207709,"2020_2021","#00A000"
"Mbandaka","50","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,2021,0.00201580390259636,"2020_2021","#00A000"
"NKivu","50","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,2021,0.0040311689986979,"2020_2021","#00A000"
"Bikoro","50","Tree cover, broadleaved, deciduous, open (15-40%)",62,2021,-0.0016126431220771,"2020_2021","#AAC800"
"Kikwit","50","Tree cover, broadleaved, deciduous, open (15-40%)",62,2021,-0.00927124020977389,"2020_2021","#AAC800"
"Likati","50","Tree cover, broadleaved, deciduous, open (15-40%)",62,2021,-0.000201536514385678,"2020_2021","#AAC800"
"Luebo","50","Tree cover, broadleaved, deciduous, open (15-40%)",62,2021,-0.001209482341555,"2020_2021","#AAC800"
"Mbandaka","50","Tree cover, broadleaved, deciduous, open (15-40%)",62,2021,0.00282212546363491,"2020_2021","#AAC800"
"NKivu","50","Tree cover, broadleaved, deciduous, open (15-40%)",62,2021,-0.031644676639779,"2020_2021","#AAC800"
"Bikoro","50","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2021,-0.337042412514115,"2020_2021","#006400"
"Boende","50","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2021,-0.1874176269301,"2020_2021","#006400"
"Kikwit","50","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2021,0.00765885060806971,"2020_2021","#006400"
"Likati","50","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2021,-0.921223407256937,"2020_2021","#006400"
"Luebo","50","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2021,-0.601717464924998,"2020_2021","#006400"
"Mbandaka","50","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2021,-0.20661990001613,"2020_2021","#006400"
"NKivu","50","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2021,-3.07477415375685,"2020_2021","#006400"
"Bikoro","50","Tree cover, flooded, fresh or brackish water",160,2021,0.00987743912272201,"2020_2021","#00785A"
"Boende","50","Tree cover, flooded, fresh or brackish water",160,2021,-0.000403048660070279,"2020_2021","#00785A"
"Kikwit","50","Tree cover, flooded, fresh or brackish water",160,2021,-3.47317389692153e-15,"2020_2021","#00785A"
"Likati","50","Tree cover, flooded, fresh or brackish water",160,2021,0.00161229211508539,"2020_2021","#00785A"
"Luebo","50","Tree cover, flooded, fresh or brackish water",160,2021,0.00221738429285607,"2020_2021","#00785A"
"Mbandaka","50","Tree cover, flooded, fresh or brackish water",160,2021,-0.0790195129817706,"2020_2021","#00785A"
"NKivu","50","Tree cover, flooded, fresh or brackish water",160,2021,-0.010077922496745,"2020_2021","#00785A"
"Bikoro","50","Tree cover, flooded, saline water",170,2021,-0.000201580390259792,"2020_2021","#009678"
"Boende","50","Tree cover, flooded, saline water",170,2021,1.35525271560688e-18,"2020_2021","#009678"
"Kikwit","50","Tree cover, flooded, saline water",170,2021,-5.9292306307801e-19,"2020_2021","#009678"
"Likati","50","Tree cover, flooded, saline water",170,2021,0.00201536514385677,"2020_2021","#009678"
"Luebo","50","Tree cover, flooded, saline water",170,2021,0.000604741170778927,"2020_2021","#009678"
"Mbandaka","50","Tree cover, flooded, saline water",170,2021,0.00987743912272184,"2020_2021","#009678"
"NKivu","50","Tree cover, flooded, saline water",170,2021,-3.72694496791892e-18,"2020_2021","#009678"
"Likati","50","Tree or shrub cover",12,2021,0.000806146057542707,"2020_2021","#FFFF00"
"Bikoro","50","Urban areas",190,2021,0.00181422351233672,"2020_2021","#C31400"
"Boende","50","Urban areas",190,2021,0.000201524330032365,"2020_2021","#C31400"
"Kikwit","50","Urban areas",190,2021,0.0197517726208183,"2020_2021","#C31400"
"Likati","50","Urban areas",190,2021,0.0042322668020992,"2020_2021","#C31400"
"Luebo","50","Urban areas",190,2021,0.0179406547331076,"2020_2021","#C31400"
"Mbandaka","50","Urban areas",190,2021,0.0191501370746655,"2020_2021","#C31400"
"NKivu","50","Urban areas",190,2021,0.114082082663151,"2020_2021","#C31400"
"Bikoro","50","Water bodies",210,2021,-0.0116916626350589,"2020_2021","#0046C8"
"Boende","50","Water bodies",210,2021,4.33680868994201e-17,"2020_2021","#0046C8"
"Kikwit","50","Water bodies",210,2021,0.00745730190785988,"2020_2021","#0046C8"
"Likati","50","Water bodies",210,2021,-0.00544148588841321,"2020_2021","#0046C8"
"Luebo","50","Water bodies",210,2021,5.28082690965694e-16,"2020_2021","#0046C8"
"Mbandaka","50","Water bodies",210,2021,0.0620867601999682,"2020_2021","#0046C8"
"Bikoro","100","Bare areas",200,2022,0.00231798524753562,"2021_2022","#FFF5D7"
"Boende","100","Bare areas",200,2022,5.03891554475226e-05,"2021_2022","#FFF5D7"
"Kikwit","100","Bare areas",200,2022,0.0124458579983029,"2021_2022","#FFF5D7"
"Likati","100","Bare areas",200,2022,0.000151167009311887,"2021_2022","#FFF5D7"
"Mbandaka","100","Bare areas",200,2022,0.00816326530612246,"2021_2022","#FFF5D7"
"NKivu","100","Bare areas",10,2022,NA,"2021_2022","yellow1"
"Kikwit","100","Cropland, irrigated or post-flooding",20,2022,0.00120931413748692,"2021_2022","#AAF0F0"
"Luebo","100","Cropland, irrigated or post-flooding",20,2022,0.000554305847825911,"2021_2022","#AAF0F0"
"Bikoro","100","Cropland, rainfed",10,2022,0.000655082787346889,"2021_2022","yellow1"
"Boende","100","Cropland, rainfed",10,2022,0.0170819236967101,"2021_2022","yellow1"
"Kikwit","100","Cropland, rainfed",10,2022,-0.0181397120623059,"2021_2022","yellow1"
"Likati","100","Cropland, rainfed",10,2022,0.0418228725762877,"2021_2022","yellow1"
"Luebo","100","Cropland, rainfed",10,2022,0.0749824637786324,"2021_2022","yellow1"
"Mbandaka","100","Cropland, rainfed",10,2022,0.00650037792894946,"2021_2022","yellow1"
"NKivu","100","Cropland, rainfed",10,2022,0.24318615179331,"2021_2022","yellow1"
"Kikwit","100","Decidiuous shrubland",122,2022,1.6940658945086e-19,"2021_2022","#966400"
"Kikwit","100","Grasslands",130,2022,-0.00463570419369985,"2021_2022","#FFB432"
"Luebo","100","Grasslands",130,2022,0.00025195720355723,"2021_2022","#FFB432"
"NKivu","100","Grasslands",130,2022,-0.00705471638024436,"2021_2022","#FFB432"
"Bikoro","100","Herbaceous cover",11,2022,0.3117186248099,"2021_2022","gold1"
"Boende","100","Herbaceous cover",11,2022,0.144012206269017,"2021_2022","gold1"
"Kikwit","100","Herbaceous cover",11,2022,0.00655045157805421,"2021_2022","gold1"
"Likati","100","Herbaceous cover",11,2022,0.485901156931506,"2021_2022","gold1"
"Luebo","100","Herbaceous cover",11,2022,0.331323722677763,"2021_2022","gold1"
"Mbandaka","100","Herbaceous cover",11,2022,0.839002267573701,"2021_2022","gold1"
"NKivu","100","Herbaceous cover",11,2022,0.839712812574331,"2021_2022","gold1"
"Bikoro","100","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2022,0.0298314623161099,"2021_2022","#DCF064"
"Boende","100","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2022,0.00816304318249905,"2021_2022","#DCF064"
"Kikwit","100","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2022,-0.00196513547341591,"2021_2022","#DCF064"
"Likati","100","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2022,0.13151529810134,"2021_2022","#DCF064"
"Luebo","100","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2022,0.280226801796356,"2021_2022","#DCF064"
"Mbandaka","100","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2022,0.0819349962207101,"2021_2022","#DCF064"
"NKivu","100","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2022,0.37848553380016,"2021_2022","#DCF064"
"Kikwit","100","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,2022,0.000151164267185867,"2021_2022","#BE9600"
"Likati","100","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,2022,-7.19978005166155e-19,"2021_2022","#BE9600"
"Luebo","100","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,2022,0.000957437373517485,"2021_2022","#BE9600"
"Mbandaka","100","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,2022,2.5410988417629e-19,"2021_2022","#BE9600"
"NKivu","100","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,2022,-0.00871761381273153,"2021_2022","#BE9600"
"Bikoro","100","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2022,-0.0453014942942291,"2021_2022","#C8C864"
"Boende","100","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2022,-0.00619786612004489,"2021_2022","#C8C864"
"Kikwit","100","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2022,-0.18321109182927,"2021_2022","#C8C864"
"Likati","100","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2022,0.00438384327004474,"2021_2022","#C8C864"
"Luebo","100","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2022,-0.133738883648178,"2021_2022","#C8C864"
"Mbandaka","100","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2022,0.0102796674225238,"2021_2022","#C8C864"
"NKivu","100","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,2022,-0.0793151684464703,"2021_2022","#C8C864"
"Bikoro","100","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2022,0.0504917656093623,"2021_2022","#8DA000"
"Boende","100","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2022,-0.000554280709922733,"2021_2022","#8DA000"
"Kikwit","100","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2022,-0.051244686576006,"2021_2022","#8DA000"
"Likati","100","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2022,0.00136050308380697,"2021_2022","#8DA000"
"Luebo","100","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2022,0.116656185247002,"2021_2022","#8DA000"
"Mbandaka","100","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2022,0.185185185185185,"2021_2022","#8DA000"
"NKivu","100","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,2022,0.0434872874010832,"2021_2022","#8DA000"
"Bikoro","100","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2022,-0.0115899262376788,"2021_2022","#00DC83"
"Boende","100","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2022,0.000151167466342569,"2021_2022","#00DC83"
"Kikwit","100","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2022,-0.0344150648293138,"2021_2022","#00DC83"
"Likati","100","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2022,0.00403112024831702,"2021_2022","#00DC83"
"Luebo","100","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2022,0.00327544364624405,"2021_2022","#00DC83"
"Mbandaka","100","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2022,-0.0769463340891907,"2021_2022","#00DC83"
"NKivu","100","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,2022,-0.000151172493862388,"2021_2022","#00DC83"
"Bikoro","100","Shrubland",120,2022,-0.000453518852778713,"2021_2022","#966400"
"Boende","100","Shrubland",62,2022,NA,"2021_2022","#AAC800"
"Kikwit","100","Shrubland",120,2022,-0.0246901636403578,"2021_2022","#966400"
"Luebo","100","Shrubland",120,2022,0.000403131525691593,"2021_2022","#966400"
"Mbandaka","100","Shrubland",120,2022,0.00181405895691609,"2021_2022","#966400"
"NKivu","100","Shrubland",120,2022,-0.00977582126976834,"2021_2022","#966400"
"Kikwit","100","Tree cover, broadleaved, deciduous, closed (>40%)",61,2022,-0.000100776178123911,"2021_2022","#00A001"
"Bikoro","100","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,2022,0.000503909836420785,"2021_2022","#00A000"
"Kikwit","100","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,2022,0.200594982555644,"2021_2022","#00A000"
"Likati","100","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,2022,0.00100778006207925,"2021_2022","#00A000"
"Luebo","100","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,2022,0.0237847600158029,"2021_2022","#00A000"
"Mbandaka","100","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,2022,0.0256991685563115,"2021_2022","#00A000"
"NKivu","100","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,2022,0.0175360092880381,"2021_2022","#00A000"
"Bikoro","100","Tree cover, broadleaved, deciduous, open (15-40%)",62,2022,-0.00765942951359613,"2021_2022","#AAC800"
"Boende","100","Tree cover, broadleaved, deciduous, open (15-40%)",62,2022,-5.03891554475207e-05,"2021_2022","#AAC800"
"Kikwit","100","Tree cover, broadleaved, deciduous, open (15-40%)",62,2022,0.0270584038262738,"2021_2022","#AAC800"
"Likati","100","Tree cover, broadleaved, deciduous, open (15-40%)",62,2022,-0.000957391058975715,"2021_2022","#AAC800"
"Luebo","100","Tree cover, broadleaved, deciduous, open (15-40%)",62,2022,0.00690362737747023,"2021_2022","#AAC800"
"Mbandaka","100","Tree cover, broadleaved, deciduous, open (15-40%)",62,2022,0.0119425547996971,"2021_2022","#AAC800"
"NKivu","100","Tree cover, broadleaved, deciduous, open (15-40%)",62,2022,-0.0167801468187256,"2021_2022","#AAC800"
"Bikoro","100","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2022,-0.34996538139425,"2021_2022","#006400"
"Boende","100","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2022,-0.164067090137124,"2021_2022","#006400"
"Kikwit","100","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2022,-0.00327522578902545,"2021_2022","#006400"
"Likati","100","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2022,-0.67229007941306,"2021_2022","#006400"
"Luebo","100","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2022,-0.729668061501726,"2021_2022","#006400"
"Mbandaka","100","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2022,-1.01753590325019,"2021_2022","#006400"
"NKivu","100","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,2022,-1.46612123630881,"2021_2022","#006400"
"Bikoro","100","Tree cover, flooded, fresh or brackish water",160,2022,0.0115899262376901,"2021_2022","#00785A"
"Boende","100","Tree cover, flooded, fresh or brackish water",160,2022,-0.00040311324357202,"2021_2022","#00785A"
"Kikwit","100","Tree cover, flooded, fresh or brackish water",160,2022,0.0496826558150871,"2021_2022","#00785A"
"Likati","100","Tree cover, flooded, fresh or brackish water",160,2022,0.00171322610553455,"2021_2022","#00785A"
"Luebo","100","Tree cover, flooded, fresh or brackish water",160,2022,0.00629893008893112,"2021_2022","#00785A"
"Mbandaka","100","Tree cover, flooded, fresh or brackish water",160,2022,-0.113378684807294,"2021_2022","#00785A"
"NKivu","100","Tree cover, flooded, fresh or brackish water",160,2022,-0.015369203542677,"2021_2022","#00785A"
"Bikoro","100","Tree cover, flooded, saline water",170,2022,0.0184431000130001,"2021_2022","#009678"
"Boende","100","Tree cover, flooded, saline water",170,2022,0.000907004798055386,"2021_2022","#009678"
"Kikwit","100","Tree cover, flooded, saline water",170,2022,0.000604657068743466,"2021_2022","#009678"
"Likati","100","Tree cover, flooded, saline water",170,2022,0.00352723021727728,"2021_2022","#009678"
"Luebo","100","Tree cover, flooded, saline water",170,2022,0.0013605688992091,"2021_2022","#009678"
"Mbandaka","100","Tree cover, flooded, saline water",170,2022,0.0160241874527595,"2021_2022","#009678"
"NKivu","100","Tree cover, flooded, saline water",170,2022,1.45266150454113e-17,"2021_2022","#009678"
"Boende","100","Tree or shrub cover",12,2022,0.000151167466342565,"2021_2022","#FFFF00"
"Likati","100","Tree or shrub cover",12,2022,0.00020155601241585,"2021_2022","#FFFF00"
"Bikoro","100","Urban areas",190,2022,0.00791138443180634,"2021_2022","#C31400"
"Boende","100","Urban areas",190,2022,0.0023682903060335,"2021_2022","#C31400"
"Kikwit","100","Urban areas",190,2022,0.0261010301340928,"2021_2022","#C31400"
"Likati","100","Urban areas",190,2022,0.00614745837868342,"2021_2022","#C31400"
"Luebo","100","Urban areas",190,2022,0.0175866128082948,"2021_2022","#C31400"
"Mbandaka","100","Urban areas",190,2022,0.0208616780045351,"2021_2022","#C31400"
"NKivu","100","Urban areas",190,2022,0.0812804108666823,"2021_2022","#C31400"
"Bikoro","100","Water bodies",210,2022,-0.0184934909966511,"2021_2022","#0046C8"
"Boende","100","Water bodies",210,2022,-0.00115895057529259,"2021_2022","#0046C8"
"Kikwit","100","Water bodies",210,2022,-0.00272095680934562,"2021_2022","#0046C8"
"Likati","100","Water bodies",210,2022,-0.00851574152456992,"2021_2022","#0046C8"
"Luebo","100","Water bodies",210,2022,-0.00115900313636301,"2021_2022","#0046C8"
"Mbandaka","100","Water bodies",210,2022,0.000453514739239629,"2021_2022","#0046C8"
"NKivu","100","Water bodies",210,2022,-0.000403126650299484,"2021_2022","#0046C8"
"Bikoro","200","Bare areas",200,2022,0.00108337584953674,"2021_2022","#FFF5D7"
"Boende","200","Bare areas",200,2022,0.000277150200543367,"2021_2022","#FFF5D7"
"Kikwit","200","Bare areas",200,2022,0.00459811122188572,"2021_2022","#FFF5D7"
"Likati","200","Bare areas",200,2022,0.000100780748458308,"2021_2022","#FFF5D7"
"Mbandaka","200","Bare areas",200,2022,0.00122195179715097,"2021_2022","#FFF5D7"
"NKivu","200","Bare areas",200,2022,0.000403119032736035,"2021_2022","#FFF5D7"
"NKivu","200","Consolidated bare areas",201,2022,1.25974697730001e-05,"2021_2022","grey82"
"Kikwit","200","Cropland, irrigated or post-flooding",20,2022,0.000314939124786693,"2021_2022","#AAF0F0"
"Likati","200","Cropland, irrigated or post-flooding",20,2022,0.000176366309802037,"2021_2022","#AAF0F0"
"Luebo","200","Cropland, irrigated or post-flooding",20,2022,0.00430833466236639,"2021_2022","#AAF0F0"
"NKivu","200","Cropland, irrigated or post-flooding",20,2022,4.23516473627158e-20,"2021_2022","#AAF0F0"
"Bikoro","200","Cropland, rainfed",10,2022,0.00136051850872057,"2021_2022","yellow1"
"Boende","200","Cropland, rainfed",10,2022,0.0259387392235811,"2021_2022","yellow1"
"Kikwit","200","Cropland, rainfed",10,2022,-0.0447339532846982,"2021_2022","yellow1"
"Likati","200","Cropland, rainfed",10,2022,0.0647390332909061,"2021_2022","yellow1"
"Luebo","200","Cropland, rainfed",10,2022,0.262430490311156,"2021_2022","yellow1"
"Mbandaka","200","Cropland, rainfed",10,2022,0.0026454626536257,"2021_2022","yellow1"
"NKivu","200","Cropland, rainfed",10,2022,0.125420409059993,"2021_2022","yellow1"
"Kikwit","200","Decidiuous shrubland",122,2022,-1.25975649914657e-05,"2021_2022","#966400"
"Luebo","200","Decidiuous shrubland",122,2022,-2.03287907341032e-18,"2021_2022","#966400"
"NKivu","200","Decidiuous shrubland",122,2022,-2.5194939546002e-05,"2021_2022","#966400"
"Bikoro","200","Grasslands",130,2022,-0.017963883272551,"2021_2022","#FFB432"
"Kikwit","200","Grasslands",130,2022,-0.0186569937523632,"2021_2022","#FFB432"
"Likati","200","Grasslands",130,2022,3.7792780671865e-05,"2021_2022","#FFB432"
"Luebo","200","Grasslands",130,2022,0.00899459341792277,"2021_2022","#FFB432"
"Mbandaka","200","Grasslands",130,2022,-5.03897648309675e-05,"2021_2022","#FFB432"
"NKivu","200","Grasslands",130,2022,-0.0108842138838721,"2021_2022","#FFB432"
"Bikoro","200","Herbaceous cover",11,2022,0.206257125400753,"2021_2022","gold1"
"Boende","200","Herbaceous cover",11,2022,0.204688020837663,"2021_2022","gold1"
"Kikwit","200","Herbaceous cover",11,2022,0.0481856860923654,"2021_2022","gold1"
"Likati","200","Herbaceous cover",11,2022,0.378141965809125,"2021_2022","gold1"
"Luebo","200","Herbaceous cover",11,2022,1.27866837689916,"2021_2022","gold1"
"Mbandaka","200","Herbaceous cover",11,2022,0.211032335112092,"2021_2022","gold1"
"NKivu","200","Herbaceous cover",11,2022,0.257706439146284,"2021_2022","gold1"
"Bikoro","200","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2022,0.0197905053444442,"2021_2022","#DCF064"
"Boende","200","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2022,0.0492193560692238,"2021_2022","#DCF064"
"Kikwit","200","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2022,0.0197151892116484,"2021_2022","#DCF064"
"Likati","200","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2022,0.156978613317372,"2021_2022","#DCF064"
"Luebo","200","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2022,1.54873293389276,"2021_2022","#DCF064"
"Mbandaka","200","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2022,0.0202314905796333,"2021_2022","#DCF064"
"NKivu","200","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2022,0.113478007715196,"2021_2022","#DCF064"
