"Location","buffer","Description","Value","year","cumsum_diff_pland","year_fac","color"
"Olloba","200","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,-0.00241861182262807,"2001_2002","#00A000"
"Booue","200","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,-0.0120173140018336,"2001_2002","#AAC800"
"Ekata","200","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,-0.0502615869963825,"2001_2002","#AAC800"
"Mayibout2","200","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,-0.00642437453045384,"2001_2002","#AAC800"
"Mbandza","200","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,-0.048976556252748,"2001_2002","#AAC800"
"Mekouka","200","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,-0.00672681497404122,"2001_2002","#AAC800"
"Mvoula","200","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,-0.0768704577836035,"2001_2002","#AAC800"
"Odzala","200","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,-0.0544948418855972,"2001_2002","#AAC800"
"Olloba","200","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,-0.0556280719204454,"2001_2002","#AAC800"
"Booue","200","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.272014547752221,"2001_2002","#006400"
"Ekata","200","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.290307903237775,"2001_2002","#006400"
"Mayibout2","200","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.152824532947989,"2001_2002","#006400"
"Mbandza","200","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.439050640852159,"2001_2002","#006400"
"Mekouka","200","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.257508523781581,"2001_2002","#006400"
"Mvoula","200","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.207028696036659,"2001_2002","#006400"
"Odzala","200","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.434447088985337,"2001_2002","#006400"
"Olloba","200","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.42371055867666,"2001_2002","#006400"
"Booue","200","Tree cover, flooded, fresh or brackish water ",160,2002,-2.77555756156289e-17,"2001_2002","#00785A"
"Ekata","200","Tree cover, flooded, fresh or brackish water ",160,2002,0.00974999206396077,"2001_2002","#00785A"
"Mayibout2","200","Tree cover, flooded, fresh or brackish water ",160,2002,-2.22044604925031e-16,"2001_2002","#00785A"
"Mbandza","200","Tree cover, flooded, fresh or brackish water ",160,2002,0.0165522620669014,"2001_2002","#00785A"
"Mekouka","200","Tree cover, flooded, fresh or brackish water ",160,2002,4.44089209850063e-16,"2001_2002","#00785A"
"Mvoula","200","Tree cover, flooded, fresh or brackish water ",160,2002,0.0525319254273424,"2001_2002","#00785A"
"Odzala","200","Tree cover, flooded, fresh or brackish water ",160,2002,0.0123199157106146,"2001_2002","#00785A"
"Olloba","200","Tree cover, flooded, fresh or brackish water ",160,2002,0.0122442223520545,"2001_2002","#00785A"
"Booue","200","Tree cover, flooded, saline water ",170,2002,-0.000377902956032503,"2001_2002","#009678"
"Ekata","200","Tree cover, flooded, saline water ",170,2002,7.55813338291535e-05,"2001_2002","#009678"
"Mayibout2","200","Tree cover, flooded, saline water ",170,2002,-1.04083408558608e-17,"2001_2002","#009678"
"Mbandza","200","Tree cover, flooded, saline water ",170,2002,0.000529067737298227,"2001_2002","#009678"
"Mekouka","200","Tree cover, flooded, saline water ",170,2002,1.04083408558608e-17,"2001_2002","#009678"
"Mvoula","200","Tree cover, flooded, saline water ",170,2002,0.000604684033696026,"2001_2002","#009678"
"Odzala","200","Tree cover, flooded, saline water ",170,2002,-0.000453493829838558,"2001_2002","#009678"
"Olloba","200","Tree cover, flooded, saline water ",170,2002,0.000151163238914257,"2001_2002","#009678"
"Booue","200","Urban areas ",190,2002,0.00453483547239003,"2001_2002","#C31400"
"Ekata","200","Urban areas ",190,2002,0.00272092801784929,"2001_2002","#C31400"
"Mayibout2","200","Urban areas ",190,2002,0.00370346296461454,"2001_2002","#C31400"
"Mbandza","200","Urban areas ",190,2002,0.00355231195043089,"2001_2002","#C31400"
"Mekouka","200","Urban areas ",190,2002,0.0065000684018826,"2001_2002","#C31400"
"Mvoula","200","Urban areas ",190,2002,0.00529098529484017,"2001_2002","#C31400"
"Odzala","200","Urban areas ",190,2002,0.00234305145416576,"2001_2002","#C31400"
"Olloba","200","Urban areas ",190,2002,0.00279651991991371,"2001_2002","#C31400"
"Booue","200","Water bodies ",210,2002,0.000529064138445334,"2001_2002","#0046C8"
"Ekata","200","Water bodies ",210,2002,6.93889390390723e-18,"2001_2002","#0046C8"
"Mayibout2","200","Water bodies ",210,2002,-2.77555756156289e-17,"2001_2002","#0046C8"
"Mbandza","200","Water bodies ",210,2002,0.000529067737298258,"2001_2002","#0046C8"
"Mekouka","200","Water bodies ",210,2002,3.46944695195361e-17,"2001_2002","#0046C8"
"Mvoula","200","Water bodies ",210,2002,2.08166817117217e-17,"2001_2002","#0046C8"
"Odzala","200","Water bodies ",210,2002,0.0116396749658558,"2001_2002","#0046C8"
"Olloba","200","Water bodies ",210,2002,1.38777878078145e-17,"2001_2002","#0046C8"
"Mbandza","300","Bare areas ",200,2002,3.35924317594943e-05,"2001_2002","#FFF5D7"
"Mvoula","300","Bare areas ",200,2002,3.36337726128262e-05,"2001_2002","#FFF5D7"
"Odzala","300","Bare areas ",200,2002,3.35971154860528e-05,"2001_2002","#FFF5D7"
"Booue","300","Cropland, rainfed ",10,2002,0.082113943512058,"2001_2002","#FFFF64"
"Ekata","300","Cropland, rainfed ",10,2002,0.015989782663246,"2001_2002","#FFFF64"
"Mayibout2","300","Cropland, rainfed ",10,2002,0.0349016924465547,"2001_2002","#FFFF64"
"Mbandza","300","Cropland, rainfed ",10,2002,0.0132354181132408,"2001_2002","#FFFF64"
"Mekouka","300","Cropland, rainfed ",10,2002,0.038630491954276,"2001_2002","#FFFF64"
"Mvoula","300","Cropland, rainfed ",10,2002,0.0148661274948692,"2001_2002","#FFFF64"
"Odzala","300","Cropland, rainfed ",10,2002,0.00225100673756556,"2001_2002","#FFFF64"
"Olloba","300","Cropland, rainfed ",10,2002,0.0132687252786012,"2001_2002","#FFFF64"
"Booue","300","Grasslands ",130,2002,0.00433416477620951,"2001_2002","#FFB432"
"Ekata","300","Grasslands ",130,2002,-0.0247572895437238,"2001_2002","#FFB432"
"Mayibout2","300","Grasslands ",130,2002,0.0018811306804688,"2001_2002","#FFB432"
"Mbandza","300","Grasslands ",130,2002,-0.0318456253080002,"2001_2002","#FFB432"
"Mekouka","300","Grasslands ",130,2002,0.000470284249877967,"2001_2002","#FFB432"
"Mvoula","300","Grasslands ",130,2002,-0.0368626147836557,"2001_2002","#FFB432"
"Odzala","300","Grasslands ",130,2002,-0.00735776829144541,"2001_2002","#FFB432"
"Olloba","300","Grasslands ",130,2002,-0.028653728259866,"2001_2002","#FFB432"
"Booue","300","Herbaceous cover",11,2002,0.19184558815624,"2001_2002","#FFFF64"
"Ekata","300","Herbaceous cover",11,2002,0.207430478877193,"2001_2002","#FFFF64"
"Mayibout2","300","Herbaceous cover",11,2002,0.210048395445917,"2001_2002","#FFFF64"
"Mbandza","300","Herbaceous cover",11,2002,0.189797239441142,"2001_2002","#FFFF64"
"Mekouka","300","Herbaceous cover",11,2002,0.181899229506439,"2001_2002","#FFFF64"
"Mvoula","300","Herbaceous cover",11,2002,0.174828350041472,"2001_2002","#FFFF64"
"Odzala","300","Herbaceous cover",11,2002,0.177325575535388,"2001_2002","#FFFF64"
"Olloba","300","Herbaceous cover",11,2002,0.201583849106041,"2001_2002","#FFFF64"
"Booue","300","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2002,0.301375643741064,"2001_2002","#DCF064"
"Ekata","300","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2002,0.0980213987633444,"2001_2002","#DCF064"
"Mayibout2","300","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2002,0.213071641182384,"2001_2002","#DCF064"
"Mbandza","300","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2002,0.085895848009027,"2001_2002","#DCF064"
"Mekouka","300","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2002,0.224459954120412,"2001_2002","#DCF064"
"Mvoula","300","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2002,0.0907102847367923,"2001_2002","#DCF064"
"Odzala","300","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2002,0.0661863175075243,"2001_2002","#DCF064"
"Olloba","300","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,2002,0.0878423205152968,"2001_2002","#DCF064"
"Booue","300","Mosaic herbaceous cover (>50%) / tree and shrub (<50%) ",110,2002,0.00204948877014549,"2001_2002","#BE9600"
"Ekata","300","Mosaic herbaceous cover (>50%) / tree and shrub (<50%) ",110,2002,0.0091706106450965,"2001_2002","#BE9600"
"Mayibout2","300","Mosaic herbaceous cover (>50%) / tree and shrub (<50%) ",110,2002,0.0015452144875279,"2001_2002","#BE9600"
"Mbandza","300","Mosaic herbaceous cover (>50%) / tree and shrub (<50%) ",110,2002,0.0155197034728863,"2001_2002","#BE9600"
"Mekouka","300","Mosaic herbaceous cover (>50%) / tree and shrub (<50%) ",110,2002,0.00077260983908552,"2001_2002","#BE9600"
"Mvoula","300","Mosaic herbaceous cover (>50%) / tree and shrub (<50%) ",110,2002,0.0223664587875294,"2001_2002","#BE9600"
"Odzala","300","Mosaic herbaceous cover (>50%) / tree and shrub (<50%) ",110,2002,0.00527474713131032,"2001_2002","#BE9600"
"Olloba","300","Mosaic herbaceous cover (>50%) / tree and shrub (<50%) ",110,2002,0.0114883646715987,"2001_2002","#BE9600"
"Booue","300","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ",40,2002,0.117828805195085,"2001_2002","#C8C864"
"Ekata","300","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ",40,2002,-0.377237939723223,"2001_2002","#C8C864"
"Mayibout2","300","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ",40,2002,0.0121601661844586,"2001_2002","#C8C864"
"Mbandza","300","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ",40,2002,-0.656127377126442,"2001_2002","#C8C864"
"Mekouka","300","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ",40,2002,0.0273100782250664,"2001_2002","#C8C864"
"Mvoula","300","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ",40,2002,-1.07974500218956,"2001_2002","#C8C864"
"Odzala","300","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ",40,2002,-0.478658104329794,"2001_2002","#C8C864"
"Olloba","300","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ",40,2002,-0.494805881908345,"2001_2002","#C8C864"
"Booue","300","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,0.0425688897012183,"2001_2002","#8DA000"
"Ekata","300","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,0.19335543909589,"2001_2002","#8DA000"
"Mayibout2","300","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,0.0534106746775957,"2001_2002","#8DA000"
"Mbandza","300","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,0.238371895765372,"2001_2002","#8DA000"
"Mekouka","300","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,0.0395374687218984,"2001_2002","#8DA000"
"Mvoula","300","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,0.309430708038,"2001_2002","#8DA000"
"Odzala","300","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,0.174940180335877,"2001_2002","#8DA000"
"Olloba","300","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%) ",100,2002,0.21263552155328,"2001_2002","#8DA000"
"Booue","300","Shrub or herbaceous cover, flooded, fresh/saline/brackish water ",180,2002,-0.00204948877014547,"2001_2002","#00DC83"
"Ekata","300","Shrub or herbaceous cover, flooded, fresh/saline/brackish water ",180,2002,-0.00386307774427169,"2001_2002","#00DC83"
"Mayibout2","300","Shrub or herbaceous cover, flooded, fresh/saline/brackish water ",180,2002,-3.35916192940851e-05,"2001_2002","#00DC83"
"Mbandza","300","Shrub or herbaceous cover, flooded, fresh/saline/brackish water ",180,2002,-0.0124963846145319,"2001_2002","#00DC83"
"Mekouka","300","Shrub or herbaceous cover, flooded, fresh/saline/brackish water ",180,2002,-0.000134366928536619,"2001_2002","#00DC83"
"Mvoula","300","Shrub or herbaceous cover, flooded, fresh/saline/brackish water ",180,2002,-0.0109646098717813,"2001_2002","#00DC83"
"Odzala","300","Shrub or herbaceous cover, flooded, fresh/saline/brackish water ",180,2002,-0.00796251637019452,"2001_2002","#00DC83"
"Olloba","300","Shrub or herbaceous cover, flooded, fresh/saline/brackish water ",180,2002,-0.00429973882445812,"2001_2002","#00DC83"
"Booue","300","Shrubland ",120,2002,0.0604095214544516,"2001_2002","#966400"
"Ekata","300","Shrubland ",120,2002,0.0141422237420726,"2001_2002","#966400"
"Mayibout2","300","Shrubland ",120,2002,0.00786043891481604,"2001_2002","#966400"
"Mbandza","300","Shrubland ",120,2002,0.0131346408179623,"2001_2002","#966400"
"Mekouka","300","Shrubland ",120,2002,0.00513953501652545,"2001_2002","#966400"
"Mvoula","300","Shrubland ",120,2002,0.0130162700011638,"2001_2002","#966400"
"Odzala","300","Shrubland ",120,2002,0.00769373944630609,"2001_2002","#966400"
"Olloba","300","Shrubland ",120,2002,0.0129999916020726,"2001_2002","#966400"
"Booue","300","Sparse vegetation (tree, shrub, herbaceous cover) (<15%) ",150,2002,-0.000167990882798809,"2001_2002","#FFEBAF"
"Booue","300","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,-0.00342701400909569,"2001_2002","#00A000"
"Ekata","300","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,-0.0053411248812104,"2001_2002","#00A000"
"Mayibout2","300","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,-0.000369507812234941,"2001_2002","#00A000"
"Mbandza","300","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,1.38777878078145e-17,"2001_2002","#00A000"
"Mekouka","300","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,-0.00171317833884183,"2001_2002","#00A000"
"Mvoula","300","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,0.00232073031028501,"2001_2002","#00A000"
"Odzala","300","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,-0.00436762501318685,"2001_2002","#00A000"
"Olloba","300","Tree cover, broadleaved, deciduous, closed to open (>15%) ",60,2002,-0.00349353779487225,"2001_2002","#00A000"
"Booue","300","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,-0.142187483200912,"2001_2002","#AAC800"
"Ekata","300","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,-0.0315764615618748,"2001_2002","#AAC800"
"Mayibout2","300","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,-0.0957361149881438,"2001_2002","#AAC800"
"Mbandza","300","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,0.111157356692169,"2001_2002","#AAC800"
"Mekouka","300","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,-0.0513281667009863,"2001_2002","#AAC800"
"Mvoula","300","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,0.375352902359144,"2001_2002","#AAC800"
"Odzala","300","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,0.0704531511742532,"2001_2002","#AAC800"
"Olloba","300","Tree cover, broadleaved, deciduous, open (15-40%) ",62,2002,0.0236485635345205,"2001_2002","#AAC800"
"Booue","300","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.679523120921161,"2001_2002","#006400"
"Ekata","300","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.157143284240902,"2001_2002","#006400"
"Mayibout2","300","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.445021772408055,"2001_2002","#006400"
"Mbandza","300","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.052605748135349,"2001_2002","#006400"
"Mekouka","300","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.470317841610282,"2001_2002","#006400"
"Mvoula","300","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,0.0335665050676113,"2001_2002","#006400"
"Odzala","300","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.0789532213922115,"2001_2002","#006400"
"Olloba","300","Tree cover, broadleaved, evergreen, closed to open (>15%) ",50,2002,-0.105074867522688,"2001_2002","#006400"
"Booue","300","Tree cover, flooded, fresh or brackish water ",160,2002,-6.71963531194142e-05,"2001_2002","#00785A"
"Ekata","300","Tree cover, flooded, fresh or brackish water ",160,2002,0.0517652417732384,"2001_2002","#00785A"
"Mayibout2","300","Tree cover, flooded, fresh or brackish water ",160,2002,0.00188113068046891,"2001_2002","#00785A"
"Mbandza","300","Tree cover, flooded, fresh or brackish water ",160,2002,0.0711151780348516,"2001_2002","#00785A"
"Mekouka","300","Tree cover, flooded, fresh or brackish water ",160,2002,-0.000167958660671041,"2001_2002","#00785A"
"Mvoula","300","Tree cover, flooded, fresh or brackish water ",160,2002,0.0769540717381503,"2001_2002","#00785A"
"Odzala","300","Tree cover, flooded, fresh or brackish water ",160,2002,0.0601052396045478,"2001_2002","#00785A"
"Olloba","300","Tree cover, flooded, fresh or brackish water ",160,2002,0.0599947932850169,"2001_2002","#00785A"
"Booue","300","Tree cover, flooded, saline water ",170,2002,-0.0344717291503154,"2001_2002","#009678"
"Ekata","300","Tree cover, flooded, saline water ",170,2002,3.35919803849255e-05,"2001_2002","#009678"
"Mayibout2","300","Tree cover, flooded, saline water ",170,2002,3.35916192940773e-05,"2001_2002","#009678"
"Mbandza","300","Tree cover, flooded, saline water ",170,2002,0.000167962158797469,"2001_2002","#009678"
"Mekouka","300","Tree cover, flooded, saline water ",170,2002,-1.04083408558608e-17,"2001_2002","#009678"
"Mvoula","300","Tree cover, flooded, saline water ",170,2002,0.000437239043966781,"2001_2002","#009678"
"Odzala","300","Tree cover, flooded, saline water ",170,2002,-0.000571150963262865,"2001_2002","#009678"
"Olloba","300","Tree cover, flooded, saline water ",170,2002,0.000167958547830374,"2001_2002","#009678"
"Booue","300","Urban areas ",190,2002,0.0162615174549247,"2001_2002","#C31400"
"Ekata","300","Urban areas ",190,2002,0.00366152586196181,"2001_2002","#C31400"
